classtype	trackID	trackIDroberin	site	whaleID	age	year	month	day	hr	minute	sec	jDay	wCalf	ActivityState	Xroberin	Yroberin	utmE	utmN	vE	vN	v	a	tortuosity
whaleObs	140	6280717	North	J1	54	2005	6	28	7	56	39	53549.331019	No	Forage	887	1236	489790	5371422	0.864	-1.318	1.576	0.026	14.077
whaleObs	140	6280717	North	J1	54	2005	6	28	7	56	55	53549.331204	No	Forage	882	1256	489808	5371411	1.125	-0.688	1.318	0.043	13.503
whaleObs	140	6280717	North	J1	54	2005	6	28	7	57	11	53549.331377	No	Forage	867	1275	489832	5371408	1.600	-0.200	1.612	0.045	5.847
whaleObs	140	6280717	North	J1	54	2005	6	28	7	57	22	53549.331516	No	Forage	857	1296	489854	5371401	1.833	-0.583	1.924	0.037	2.880
whaleObs	140	6280717	North	J1	54	2005	6	28	7	57	35	53549.331655	No	Forage	849	1315	489873	5371393	1.583	-0.667	1.718	0.022	20.904
whaleObs	140	6280717	North	J1	54	2005	6	28	7	57	59	53549.331933	No	Forage	858	1348	489890	5371363	0.708	-1.250	1.437	0.044	35.356
whaleObs	140	6280717	North	J1	54	2005	6	28	7	58	12	53549.332083	No	Forage	845	1360	489908	5371364	1.385	0.077	1.387	0.115	12.992
whaleObs	140	6280717	North	J1	54	2005	6	28	7	58	29	53549.332292	No	Forage	824	1367	489928	5371374	1.111	0.556	1.242	0.031	12.933
whaleObs	140	6280717	North	J1	54	2005	6	28	7	58	50	53549.332523	No	Forage	782	1363	489955	5371406	1.350	1.600	2.093	0.054	9.624
whaleObs	140	6280717	North	J1	54	2005	6	28	7	59	17	53549.332836	No	Forage	763	1356	489963	5371425	0.296	0.704	0.764	0.051	4.611
whaleObs	140	6280717	North	J1	54	2005	6	28	7	59	22	53549.332894	No	Forage	739	1342	489970	5371452	1.400	5.400	5.579	0.965	2.083
whaleObs	140	6280717	North	J1	54	2005	6	28	7	59	33	53549.333021	No	Forage	721	1329	489974	5371473	0.364	1.909	1.943	0.331	8.767
whaleObs	140	6280717	North	J1	54	2005	6	28	7	59	47	53549.333194	No	Forage	702	1323	489983	5371491	0.600	1.200	1.342	0.050	14.758
whaleObs	140	6280717	North	J1	54	2005	6	28	8	0	5	53549.333391	No	Forage	684	1305	489983	5371517	0.000	1.529	1.529	0.040	13.460
whaleObs	140	6280717	North	J1	54	2005	6	28	8	0	21	53549.333588	No	Forage	676	1284	489974	5371537	-0.529	1.176	1.290	0.037	9.421
whaleObs	140	6280717	North	J1	54	2005	6	28	8	0	41	53549.333819	No	Forage	674	1253	489953	5371561	-1.050	1.200	1.595	0.026	0.000
whaleObs	141	6300749	North	K7	95	2005	6	30	7	54	45	53551.329688	No	Forage	665	512	489435	5372091	0.000	0.000	0.000	0.000	0.000
whaleObs	141	6300749	North	K7	95	2005	6	30	7	55	12	53551.330000	No	Forage	657	464	489407	5372131	-1.037	1.481	1.808	0.067	1.350
whaleObs	141	6300749	North	K7	95	2005	6	30	7	56	47	53551.331111	No	Forage	635	299	489306	5372263	-1.052	1.375	1.731	0.001	8.806
whaleObs	141	6300749	North	K7	95	2005	6	30	7	57	0	53551.331262	No	Forage	617	257	489289	5372306	-1.308	3.308	3.557	0.150	10.691
whaleObs	141	6300749	North	K7	95	2005	6	30	7	57	30	53551.331609	No	Forage	613	199	489251	5372350	-1.267	1.467	1.938	0.061	1.580
whaleObs	141	6300749	North	K7	95	2005	6	30	7	57	59	53551.331933	No	Forage	606	148	489219	5372391	-1.143	1.464	1.857	0.004	0.371
whaleObs	141	6300749	North	K7	95	2005	6	30	7	58	39	53551.332407	No	Forage	596	69	489171	5372454	-1.171	1.537	1.932	0.002	0.572
whaleObs	141	6300749	North	K7	95	2005	6	30	7	59	11	53551.332766	No	Forage	589	15	489137	5372497	-1.097	1.387	1.768	0.005	0.896
whaleObs	141	6300749	North	K7	95	2005	6	30	8	0	54	53551.333970	No	Forage	571	-193	489003	5372657	-1.288	1.538	2.007	0.002	8.065
whaleObs	141	6300749	North	K7	95	2005	6	30	8	1	7	53551.334120	No	Forage	574	-210	488989	5372667	-1.077	0.769	1.323	0.061	30.257
whaleObs	141	6300749	North	K7	95	2005	6	30	8	1	23	53551.334306	No	Forage	564	-220	488989	5372681	0.000	0.875	0.875	0.068	40.967
whaleObs	141	6300749	North	K7	95	2005	6	30	8	1	42	53551.334525	No	Forage	576	-242	488965	5372688	-1.263	0.368	1.316	0.072	14.607
whaleObs	141	6300749	North	K7	95	2005	6	30	8	3	38	53551.335856	No	Forage	583	-407	488843	5372800	-1.061	0.974	1.440	0.006	75.627
whaleObs	141	6300749	North	K7	95	2005	6	30	8	3	57	53551.336076	No	Forage	604	-383	488845	5372768	0.105	-1.684	1.687	0.153	35.901
whaleObs	141	6300749	North	K7	95	2005	6	30	8	4	12	53551.336250	No	Forage	600	-373	488855	5372764	0.667	-0.267	0.718	0.102	83.868
whaleObs	141	6300749	North	K7	95	2005	6	30	8	6	49	53551.338067	No	Forage	650	-412	488792	5372756	-0.401	-0.051	0.404	0.007	75.219
whaleObs	141	6300749	North	K7	95	2005	6	30	8	7	2	53551.338229	No	Forage	632	-414	488803	5372770	0.786	1.000	1.272	0.113	49.269
whaleObs	141	6300749	North	K7	95	2005	6	30	8	7	31	53551.338553	No	Forage	634	-436	488786	5372784	-0.607	0.500	0.787	0.053	16.339
whaleObs	141	6300749	North	K7	95	2005	6	30	8	9	38	53551.340023	No	Forage	572	-578	488730	5372929	-0.441	1.142	1.224	0.005	8.209
whaleObs	141	6300749	North	K7	95	2005	6	30	8	9	49	53551.340162	No	Forage	566	-585	488729	5372938	-0.083	0.750	0.755	0.044	18.944
whaleObs	141	6300749	North	K7	95	2005	6	30	8	10	11	53551.340417	No	Forage	545	-591	488739	5372957	0.455	0.864	0.976	0.025	34.593
whaleObs	141	6300749	North	K7	95	2005	6	30	8	10	27	53551.340590	No	Forage	542	-610	488728	5372973	-0.733	1.067	1.294	0.080	8.930
whaleObs	141	6300749	North	K7	95	2005	6	30	8	10	40	53551.340741	No	Forage	539	-616	488726	5372979	-0.154	0.462	0.487	0.064	5.345
whaleObs	141	6300749	North	K7	95	2005	6	30	8	13	13	53551.342523	No	Forage	479	-813	488629	5373161	-0.630	1.182	1.339	0.006	3.688
whaleObs	141	6300749	North	K7	95	2005	6	30	8	13	26	53551.342662	No	Forage	476	-828	488620	5373174	-0.750	1.083	1.318	0.013	3.147
whaleObs	141	6300749	North	K7	95	2005	6	30	8	15	33	53551.344132	No	Forage	410	-1058	488504	5373383	-0.913	1.646	1.882	0.005	12.401
whaleObs	141	6300749	North	K7	95	2005	6	30	8	15	44	53551.344271	No	Forage	400	-1072	488502	5373400	-0.167	1.417	1.426	0.065	14.510
whaleObs	141	6300749	North	K7	95	2005	6	30	8	16	2	53551.344468	No	Forage	392	-1108	488482	5373431	-1.176	1.824	2.170	0.064	3.964
whaleObs	141	6300749	North	K7	95	2005	6	30	8	18	33	53551.346215	No	Forage	275	-1440	488329	5373749	-1.013	2.106	2.337	0.002	0.000
whaleObs	142	6300854	North	L41	28	2005	6	30	8	56	28	53551.372546	No	Forage	495	742	489718	5372049	0.000	0.000	0.000	0.000	0.000
whaleObs	142	6300854	North	L41	28	2005	6	30	8	56	52	53551.372824	No	Forage	462	718	489725	5372089	0.292	1.667	1.692	0.070	22.855
whaleObs	142	6300854	North	L41	28	2005	6	30	9	0	19	53551.375220	No	Forage	396	451	489582	5372325	-0.691	1.140	1.333	0.005	3.296
whaleObs	142	6300854	North	L41	28	2005	6	30	9	0	39	53551.375463	No	Forage	391	410	489557	5372358	-1.190	1.571	1.971	0.031	0.500
whaleObs	142	6300854	North	L41	28	2005	6	30	9	1	0	53551.375694	No	Socialize	387	381	489539	5372381	-0.900	1.150	1.460	0.026	21.137
whaleObs	142	6300854	North	L41	28	2005	6	30	9	1	16	53551.375891	No	Socialize	375	369	489539	5372398	0.000	1.000	1.000	0.054	13.264
whaleObs	142	6300854	North	L41	28	2005	6	30	9	3	4	53551.377141	No	Socialize	327	244	489485	5372520	-0.500	1.130	1.235	0.005	21.102
whaleObs	142	6300854	North	L41	28	2005	6	30	9	3	28	53551.377407	No	Socialize	341	198	489442	5372543	-1.870	1.000	2.120	0.060	9.827
whaleObs	142	6300854	North	L41	28	2005	6	30	9	3	55	53551.377731	No	Socialize	341	149	489408	5372578	-1.214	1.250	1.743	0.025	13.349
whaleObs	142	6300854	North	L41	28	2005	6	30	9	4	8	53551.377882	No	Socialize	351	124	489383	5372588	-1.923	0.769	2.071	0.066	17.800
whaleObs	142	6300854	North	L41	28	2005	6	30	9	4	29	53551.378113	No	Socialize	346	93	489364	5372614	-0.950	1.300	1.610	0.055	4.411
whaleObs	142	6300854	North	L41	28	2005	6	30	9	6	10	53551.379294	No	Socialize	343	-87	489239	5372743	-1.225	1.265	1.761	0.003	2.945
whaleObs	142	6300854	North	L41	28	2005	6	30	9	6	42	53551.379653	No	Socialize	347	-142	489197	5372779	-1.355	1.161	1.784	0.005	3.438
whaleObs	142	6300854	North	L41	28	2005	6	30	9	7	8	53551.379965	No	Socialize	346	-187	489166	5372812	-1.148	1.222	1.677	0.008	3.023
whaleObs	142	6300854	North	L41	28	2005	6	30	9	7	25	53551.380150	No	Socialize	348	-220	489141	5372834	-1.562	1.375	2.081	0.028	3.228
whaleObs	142	6300854	North	L41	28	2005	6	30	9	10	22	53551.382211	No	Socialize	392	-483	488924	5372989	-1.219	0.871	1.498	0.003	15.004
whaleObs	142	6300854	North	L41	28	2005	6	30	9	10	36	53551.382361	No	Socialize	404	-499	488904	5372992	-1.538	0.231	1.556	0.055	10.682
whaleObs	142	6300854	North	L41	28	2005	6	30	9	10	51	53551.382535	No	Socialize	411	-520	488885	5373002	-1.267	0.667	1.431	0.034	3.295
whaleObs	142	6300854	North	L41	28	2005	6	30	9	11	15	53551.382812	No	Socialize	414	-537	488870	5373012	-0.625	0.417	0.751	0.029	4.337
whaleObs	142	6300854	North	L41	28	2005	6	30	9	14	49	53551.385301	No	Forage	427	-745	488714	5373150	-0.726	0.642	0.969	0.001	13.267
whaleObs	142	6300854	North	L41	28	2005	6	30	9	15	24	53551.385706	No	Forage	417	-770	488703	5373174	-0.314	0.686	0.754	0.012	1.079
whaleObs	142	6300854	North	L41	28	2005	6	30	9	15	42	53551.385903	No	Forage	413	-785	488696	5373188	-0.412	0.824	0.921	0.010	3.338
whaleObs	142	6300854	North	L41	28	2005	6	30	9	15	55	53551.386053	No	Forage	409	-792	488693	5373196	-0.231	0.615	0.657	0.021	7.462
whaleObs	142	6300854	North	L41	28	2005	6	30	9	16	12	53551.386250	No	Forage	404	-799	488692	5373204	-0.059	0.471	0.474	0.013	17.944
whaleObs	142	6300854	North	L41	28	2005	6	30	9	20	5	53551.388947	No	Forage	378	-1067	488521	5373412	-0.734	0.893	1.156	0.003	6.169
whaleObs	142	6300854	North	L41	28	2005	6	30	9	20	19	53551.389109	No	Forage	380	-1089	488504	5373426	-1.214	1.000	1.573	0.035	0.451
whaleObs	142	6300854	North	L41	28	2005	6	30	9	20	30	53551.389248	No	Forage	381	-1095	488499	5373430	-0.417	0.333	0.534	0.087	10.058
whaleObs	142	6300854	North	L41	28	2005	6	30	9	20	41	53551.389375	No	Forage	384	-1103	488491	5373433	-0.727	0.273	0.777	0.029	10.694
whaleObs	142	6300854	North	L41	28	2005	6	30	9	20	54	53551.389514	No	Forage	385	-1110	488485	5373438	-0.500	0.417	0.651	0.022	2.371
whaleObs	142	6300854	North	L41	28	2005	6	30	9	21	7	53551.389664	No	Forage	386	-1119	488478	5373443	-0.538	0.385	0.662	0.004	5.257
whaleObs	142	6300854	North	L41	28	2005	6	30	9	21	18	53551.389792	No	Forage	386	-1130	488470	5373451	-0.727	0.727	1.029	0.036	0.000
whaleObs	143	6301409	North	L41	28	2005	6	30	14	19	40	53551.596991	No	Forage	469	-1230	488341	5373463	0.000	0.000	0.000	0.000	0.000
whaleObs	143	6301409	North	L41	28	2005	6	30	14	20	15	53551.597407	No	Forage	503	-1134	488385	5373371	1.222	-2.556	2.833	0.079	2.780
whaleObs	143	6301409	North	L41	28	2005	6	30	14	20	45	53551.597743	No	Forage	542	-1048	488418	5373283	1.138	-3.034	3.241	0.017	2.780
whaleObs	143	6301409	North	L41	28	2005	6	30	14	21	7	53551.597998	No	Forage	559	-1000	488440	5373237	1.000	-2.091	2.318	0.043	2.702
whaleObs	143	6301409	North	L41	28	2005	6	30	14	22	22	53551.598866	No	Forage	627	-737	488578	5373002	1.840	-3.133	3.634	0.018	0.879
whaleObs	143	6301409	North	L41	28	2005	6	30	14	22	51	53551.599201	No	Forage	646	-654	488623	5372930	1.552	-2.483	2.928	0.025	3.448
whaleObs	143	6301409	North	L41	28	2005	6	30	14	23	16	53551.599491	No	Forage	653	-595	488660	5372883	1.480	-1.880	2.393	0.024	0.044
whaleObs	143	6301409	North	L41	28	2005	6	30	14	23	32	53551.599676	No	Forage	656	-571	488675	5372864	0.938	-1.188	1.513	0.055	0.446
whaleObs	143	6301409	North	L41	28	2005	6	30	14	23	48	53551.599873	No	Forage	658	-550	488688	5372848	0.765	-0.941	1.213	0.018	0.837
whaleObs	143	6301409	North	L41	28	2005	6	30	14	24	2	53551.600035	No	Forage	660	-532	488700	5372834	0.857	-1.000	1.317	0.008	1.417
whaleObs	143	6301409	North	L41	28	2005	6	30	14	24	20	53551.600243	No	Forage	660	-510	488715	5372818	0.833	-0.889	1.218	0.006	0.810
whaleObs	143	6301409	North	L41	28	2005	6	30	14	25	8	53551.600787	No	Forage	661	-406	488788	5372744	1.553	-1.574	2.212	0.021	2.227
whaleObs	143	6301409	North	L41	28	2005	6	30	14	25	22	53551.600949	No	Forage	662	-397	488794	5372737	0.429	-0.500	0.659	0.111	3.601
whaleObs	143	6301409	North	L41	28	2005	6	30	14	25	57	53551.601354	No	Forage	659	-319	488851	5372684	1.629	-1.514	2.224	0.045	0.907
whaleObs	143	6301409	North	L41	28	2005	6	30	14	26	22	53551.601655	No	Forage	655	-265	488892	5372648	1.577	-1.385	2.099	0.005	2.453
whaleObs	143	6301409	North	L41	28	2005	6	30	14	26	35	53551.601794	No	Forage	654	-250	488904	5372639	1.000	-0.750	1.250	0.071	1.510
whaleObs	143	6301409	North	L41	28	2005	6	30	14	28	27	53551.603090	No	Forage	628	19	489112	5372467	1.857	-1.536	2.410	0.010	0.246
whaleObs	143	6301409	North	L41	28	2005	6	30	14	28	46	53551.603322	No	Forage	625	51	489137	5372446	1.250	-1.050	1.632	0.039	2.224
whaleObs	143	6301409	North	L41	28	2005	6	30	14	29	40	53551.603935	No	Forage	604	185	489247	5372366	2.075	-1.509	2.566	0.018	4.076
whaleObs	143	6301409	North	L41	28	2005	6	30	14	29	54	53551.604109	No	Forage	603	210	489265	5372349	1.200	-1.133	1.651	0.064	1.267
whaleObs	143	6301409	North	L41	28	2005	6	30	14	30	26	53551.604468	No	Forage	604	273	489309	5372304	1.419	-1.452	2.030	0.012	1.837
whaleObs	143	6301409	North	L41	28	2005	6	30	14	30	58	53551.604838	No	Forage	601	333	489354	5372263	1.406	-1.281	1.902	0.005	13.198
whaleObs	143	6301409	North	L41	28	2005	6	30	14	34	23	53551.607222	No	Forage	381	777	489824	5372105	2.282	-0.767	2.407	0.005	5.273
whaleObs	143	6301409	North	L41	28	2005	6	30	14	34	36	53551.607373	No	Forage	376	793	489839	5372097	1.154	-0.615	1.308	0.088	0.546
whaleObs	143	6301409	North	L41	28	2005	6	30	14	34	50	53551.607535	No	Forage	370	813	489857	5372087	1.286	-0.714	1.471	0.012	0.784
whaleObs	143	6301409	North	L41	28	2005	6	30	14	35	3	53551.607685	No	Forage	365	832	489874	5372077	1.308	-0.769	1.517	0.005	8.625
whaleObs	143	6301409	North	L41	28	2005	6	30	14	37	23	53551.609294	No	Forage	369	1036	490016	5371930	1.022	-1.058	1.470	0.003	9.026
whaleObs	143	6301409	North	L41	28	2005	6	30	14	37	53	53551.609653	No	Forage	348	1114	490086	5371890	2.258	-1.290	2.601	0.041	9.420
whaleObs	143	6301409	North	L41	28	2005	6	30	14	39	15	53551.610590	No	Forage	354	1328	490233	5371734	1.815	-1.926	2.646	0.010	9.037
whaleObs	143	6301409	North	L41	28	2005	6	30	14	39	35	53551.610833	No	Forage	307	1507	490393	5371640	7.619	-4.476	8.837	0.302	0.000
whaleObs	144	7021010	North	K11	72	2005	7	2	10	23	26	53553.432951	No	Forage	771	665	489468	5371908	0.000	0.000	0.000	0.000	0.000
whaleObs	144	7021010	North	K11	72	2005	7	2	10	23	52	53553.433252	No	Forage	763	629	489449	5371939	-0.731	1.192	1.398	0.054	17.271
whaleObs	144	7021010	North	K11	72	2005	7	2	10	24	9	53553.433438	No	Forage	772	601	489422	5371953	-1.687	0.875	1.901	0.063	19.466
whaleObs	144	7021010	North	K11	72	2005	7	2	10	24	27	53553.433657	No	Forage	764	576	489410	5371976	-0.632	1.211	1.365	0.058	12.715
whaleObs	144	7021010	North	K11	72	2005	7	2	10	24	47	53553.433889	No	Forage	767	546	489387	5371995	-1.150	0.950	1.492	0.029	2.725
whaleObs	144	7021010	North	K11	72	2005	7	2	10	27	36	53553.435833	No	Forage	770	243	489171	5372207	-1.286	1.262	1.802	0.002	9.344
whaleObs	144	7021010	North	K11	72	2005	7	2	10	28	2	53553.436134	No	Forage	784	198	489129	5372229	-1.615	0.846	1.824	0.020	10.636
whaleObs	144	7021010	North	K11	72	2005	7	2	10	28	37	53553.436539	No	Forage	781	108	489067	5372295	-1.771	1.886	2.587	0.030	13.254
whaleObs	144	7021010	North	K11	72	2005	7	2	10	28	59	53553.436794	No	Forage	792	82	489041	5372306	-1.182	0.500	1.283	0.068	14.130
whaleObs	144	7021010	North	K11	72	2005	7	2	10	29	15	53553.436991	No	Forage	791	58	489025	5372324	-0.941	1.059	1.417	0.036	15.632
whaleObs	144	7021010	North	K11	72	2005	7	2	10	29	34	53553.437211	No	Forage	777	36	489019	5372349	-0.316	1.316	1.353	0.036	12.802
whaleObs	144	7021010	North	K11	72	2005	7	2	10	31	41	53553.438681	No	Forage	752	-135	488916	5372488	-0.811	1.094	1.362	0.004	0.485
whaleObs	144	7021010	North	K11	72	2005	7	2	10	32	4	53553.438935	No	Forage	735	-238	488855	5372573	-2.773	3.864	4.756	0.154	7.305
whaleObs	144	7021010	North	K11	72	2005	7	2	10	32	21	53553.439144	No	Forage	737	-270	488831	5372594	-1.333	1.167	1.772	0.170	9.198
whaleObs	144	7021010	North	K11	72	2005	7	2	10	33	28	53553.439919	No	Forage	705	-411	488754	5372716	-1.149	1.821	2.153	0.010	0.541
whaleObs	144	7021010	North	K11	72	2005	7	2	10	33	49	53553.440162	No	Forage	698	-445	488735	5372745	-0.905	1.381	1.651	0.024	8.484
whaleObs	144	7021010	North	K11	72	2005	7	2	10	34	9	53553.440394	No	Forage	700	-479	488709	5372768	-1.300	1.150	1.736	0.023	14.868
whaleObs	144	7021010	North	K11	72	2005	7	2	10	36	20	53553.441898	No	Forage	631	-640	488644	5372931	-0.500	1.254	1.350	0.006	18.647
whaleObs	144	7021010	North	K11	72	2005	7	2	10	36	42	53553.442153	No	Forage	636	-671	488618	5372949	-1.182	0.818	1.437	0.037	10.242
whaleObs	144	7021010	North	K11	72	2005	7	2	10	36	58	53553.442338	No	Forage	634	-691	488606	5372965	-0.750	1.000	1.250	0.029	20.483
whaleObs	144	7021010	North	K11	72	2005	7	2	10	37	30	53553.442720	No	Forage	603	-722	488606	5373009	0.000	1.333	1.333	0.025	10.277
whaleObs	144	7021010	North	K11	72	2005	7	2	10	41	13	53553.445289	No	Forage	476	-975	488516	5373278	-0.405	1.212	1.278	0.002	11.137
whaleObs	144	7021010	North	K11	72	2005	7	2	10	41	29	53553.445475	No	Forage	449	-1001	488517	5373315	0.063	2.313	2.313	0.075	9.497
whaleObs	144	7021010	North	K11	72	2005	7	2	10	42	10	53553.445961	No	Forage	381	-1121	488480	5373448	-0.881	3.167	3.287	0.030	0.000
whaleObs	145	7031008	North	L71	19	2005	7	3	10	8	46	53554.422766	No	Forage	689	851	489658	5371834	0.000	0.000	0.000	0.000	0.000
whaleObs	145	7031008	North	L71	19	2005	7	3	10	9	30	53554.423275	No	Forage	687	825	489641	5371854	-0.386	0.455	0.597	0.014	37.817
whaleObs	145	7031008	North	L71	19	2005	7	3	10	9	48	53554.423472	No	Forage	701	818	489626	5371849	-0.882	-0.294	0.930	0.053	39.538
whaleObs	145	7031008	North	L71	19	2005	7	3	10	12	0	53554.425000	No	Forage	694	761	489591	5371895	-0.265	0.348	0.438	0.007	2.357
whaleObs	145	7031008	North	L71	19	2005	7	3	10	12	35	53554.425405	No	Forage	684	714	489565	5371935	-0.743	1.143	1.363	0.026	9.375
whaleObs	145	7031008	North	L71	19	2005	7	3	10	13	2	53554.425718	No	Forage	686	689	489546	5371951	-0.704	0.593	0.920	0.020	16.430
whaleObs	145	7031008	North	L71	19	2005	7	3	10	13	39	53554.426157	No	Forage	751	595	489433	5371972	-2.974	0.553	3.025	0.060	31.263
whaleObs	145	7031008	North	L71	19	2005	7	3	10	14	1	53554.426412	No	Forage	745	581	489427	5371986	-0.273	0.636	0.692	0.123	37.112
whaleObs	145	7031008	North	L71	19	2005	7	3	10	14	20	53554.426632	No	Forage	754	572	489415	5371986	-0.632	0.000	0.632	0.038	25.000
whaleObs	145	7031008	North	L71	19	2005	7	3	10	14	57	53554.427060	No	Forage	754	552	489401	5372000	-0.378	0.378	0.535	0.012	0.624
whaleObs	145	7031008	North	L71	19	2005	7	3	10	15	43	53554.427593	No	Forage	753	517	489376	5372026	-0.543	0.565	0.784	0.005	10.375
whaleObs	145	7031008	North	L71	19	2005	7	3	10	16	10	53554.427894	No	Forage	747	499	489368	5372043	-0.308	0.654	0.723	0.010	35.999
whaleObs	145	7031008	North	L71	19	2005	7	3	10	16	34	53554.428171	No	Forage	761	484	489347	5372043	-0.875	0.000	0.875	0.036	33.690
whaleObs	145	7031008	North	L71	19	2005	7	3	10	17	41	53554.428958	No	Forage	832	504	489311	5371979	-0.529	-0.941	1.080	0.015	68.695
whaleObs	145	7031008	North	L71	19	2005	7	3	10	20	22	53554.430810	No	Forage	758	276	489202	5372193	-0.681	1.337	1.501	0.014	4.077
whaleObs	145	7031008	North	L71	19	2005	7	3	10	20	44	53554.431076	No	Forage	752	262	489197	5372207	-0.217	0.609	0.646	0.038	1.515
whaleObs	145	7031008	North	L71	19	2005	7	3	10	21	21	53554.431493	No	Forage	744	245	489190	5372224	-0.194	0.472	0.511	0.004	33.632
whaleObs	145	7031008	North	L71	19	2005	7	3	10	22	3	53554.431991	No	Forage	727	243	489201	5372238	0.256	0.326	0.414	0.011	37.050
whaleObs	145	7031008	North	L71	19	2005	7	3	10	23	42	53554.433137	No	Forage	694	131	489145	5372341	-0.566	1.040	1.184	0.011	6.350
whaleObs	145	7031008	North	L71	19	2005	7	3	10	24	11	53554.433461	No	Forage	681	106	489137	5372367	-0.286	0.929	0.972	0.011	2.388
whaleObs	145	7031008	North	L71	19	2005	7	3	10	24	38	53554.433785	No	Forage	669	87	489132	5372389	-0.179	0.786	0.806	0.006	13.780
whaleObs	145	7031008	North	L71	19	2005	7	3	10	28	3	53554.436157	No	Forage	635	-174	488971	5372598	-0.785	1.020	1.287	0.003	2.177
whaleObs	145	7031008	North	L71	19	2005	7	3	10	28	21	53554.436366	No	Forage	633	-184	488965	5372607	-0.333	0.500	0.601	0.038	28.261
whaleObs	145	7031008	North	L71	19	2005	7	3	10	28	45	53554.436632	No	Forage	646	-201	488944	5372609	-0.913	0.087	0.917	0.031	13.634
whaleObs	145	7031008	North	L71	19	2005	7	3	10	29	24	53554.437095	No	Forage	654	-230	488918	5372624	-0.650	0.375	0.750	0.010	4.002
whaleObs	145	7031008	North	L71	19	2005	7	3	10	29	52	53554.437407	No	Forage	659	-266	488889	5372646	-1.074	0.815	1.348	0.023	0.705
whaleObs	145	7031008	North	L71	19	2005	7	3	10	30	41	53554.437975	No	Forage	664	-309	488855	5372673	-0.694	0.551	0.886	0.009	0.185
whaleObs	145	7031008	North	L71	19	2005	7	3	10	34	40	53554.440741	No	Forage	696	-572	488646	5372837	-0.874	0.686	1.112	0.001	11.774
whaleObs	145	7031008	North	L71	19	2005	7	3	10	35	0	53554.440984	No	Forage	707	-593	488623	5372844	-1.095	0.333	1.145	0.020	8.377
whaleObs	145	7031008	North	L71	19	2005	7	3	10	35	42	53554.441470	No	Forage	709	-603	488615	5372849	-0.190	0.119	0.225	0.022	55.836
whaleObs	145	7031008	North	L71	19	2005	7	3	10	36	25	53554.441968	No	Forage	693	-603	488626	5372861	0.256	0.279	0.379	0.011	40.605
whaleObs	145	7031008	North	L71	19	2005	7	3	10	37	6	53554.442442	No	Forage	686	-628	488613	5372883	-0.317	0.537	0.623	0.015	14.295
whaleObs	145	7031008	North	L71	19	2005	7	3	10	37	38	53554.442812	No	Forage	692	-656	488589	5372899	-0.750	0.500	0.901	0.014	0.000
whaleObs	146	7031123	North	L41	28	2005	7	3	12	54	1	53554.537523	No	Forage	622	-1389	488120	5373467	0.000	0.000	0.000	0.000	0.000
whaleObs	146	7031123	North	L41	28	2005	7	3	12	54	28	53554.537824	No	Forage	656	-1304	488156	5373383	1.385	-3.231	3.515	0.135	0.288
whaleObs	146	7031123	North	L41	28	2005	7	3	12	54	49	53554.538067	No	Forage	683	-1237	488184	5373316	1.333	-3.190	3.458	0.003	1.869
whaleObs	146	7031123	North	L41	28	2005	7	3	12	55	19	53554.538414	No	Forage	728	-1144	488218	5373219	1.133	-3.233	3.426	0.007	2.197
whaleObs	146	7031123	North	L41	28	2005	7	3	12	55	54	53554.538819	No	Forage	775	-1063	488243	5373128	0.714	-2.600	2.696	0.022	4.563
whaleObs	146	7031123	North	L41	28	2005	7	3	12	58	23	53554.540556	No	Forage	967	-816	488282	5372817	0.260	-2.073	2.090	0.005	30.962
whaleObs	146	7031123	North	L41	28	2005	7	3	12	58	46	53554.540822	No	Forage	953	-772	488323	5372796	1.783	-0.913	2.003	0.083	30.848
whaleObs	146	7031123	North	L41	28	2005	7	3	12	59	8	53554.541065	No	Forage	972	-747	488327	5372765	0.190	-1.476	1.488	0.080	1.363
whaleObs	146	7031123	North	L41	28	2005	7	3	12	59	33	53554.541366	No	Forage	995	-720	488330	5372730	0.115	-1.346	1.351	0.006	1.050
whaleObs	146	7031123	North	L41	28	2005	7	3	12	59	57	53554.541644	No	Forage	1021	-687	488335	5372688	0.208	-1.750	1.762	0.017	0.374
whaleObs	146	7031123	North	L41	28	2005	7	3	13	0	34	53554.542060	No	Forage	1056	-643	488341	5372632	0.167	-1.556	1.564	0.006	13.060
whaleObs	146	7031123	North	L41	28	2005	7	3	13	3	7	53554.543843	No	Forage	1118	-417	488457	5372428	0.753	-1.325	1.524	0.004	18.784
whaleObs	146	7031123	North	L41	28	2005	7	3	13	3	29	53554.544097	No	Forage	1108	-387	488485	5372414	1.273	-0.636	1.423	0.039	2.646
whaleObs	146	7031123	North	L41	28	2005	7	3	13	3	51	53554.544352	No	Forage	1106	-382	488490	5372412	0.227	-0.091	0.245	0.054	7.631
whaleObs	146	7031123	North	L41	28	2005	7	3	13	4	9	53554.544549	No	Forage	1102	-357	488511	5372397	1.235	-0.882	1.518	0.075	20.979
whaleObs	146	7031123	North	L41	28	2005	7	3	13	4	26	53554.544757	No	Forage	1107	-348	488514	5372387	0.167	-0.556	0.580	0.062	15.723
whaleObs	146	7031123	North	L41	28	2005	7	3	13	4	50	53554.545035	No	Forage	1107	-320	488534	5372367	0.833	-0.833	1.179	0.030	1.987
whaleObs	146	7031123	North	L41	28	2005	7	3	13	5	14	53554.545301	No	Forage	1106	-297	488551	5372352	0.739	-0.652	0.986	0.009	2.676
